shop_id;territory_id;shop_name;city;postal_code;street;phone;email;longitude;latitude;region;store_type;opening_date;surface_area_m2;manager_name;franchise_name;raison_sociale;legal_status;has_personal_price;has_exceptional_hours;is_visible_web;is_territory_shop;aligned_territory_price;aligned_territory_service_price;has_unified_stock;zipcode_malus;bonus_malus;allow_pickup;allow_relay;allow_custom_relay;allow_express;pickup_zone;payment_methods;preparation_time_hours;delivery_time;threshold_online_payment_currency;service_radius_km;quote_validity_days;order_type
BV543;FR;Forbach;Forbach;57600;300 rue Nationale;03 87 84 76 43;bv.forbach@bureau-vallee.fr;6.880715124;49.17512332;RNE;INTERNAL_STORE;20/03/2024;500;GÜNER  AKATAY;GUNER AKATAY;NG DISTRIBUTION;SAS;false;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV003;FR;Sainte Geneviève des Bois;Sainte Geneviève des Bois;91700;3 Rue de la Remise Neuve - ZI la Croix Blanche;01 69 46 53 00;bv.sainte-genevieve-des-bois@bureau-vallee.fr;2.345947;48.623528;IDF;FRANCHISE;01/04/1997;1200;Bruno PICARD;BRUNO PICARD;CBAM;SARL;true;false;true;false;true;true;true;true;true;true;true;false;true;SERVICE_AREA;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV002;FR;Orgeval;Orgeval;78630;3, Rue de Normandie;01 39 75 66 60;bv.orgeval@bureau-vallee.fr;1.97569;48.93086;IDF;INTERNAL_STORE;01/06/1995;1155;Jérémy Robert;;BV STORE FR;SASU;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV523;FR;Crépy en Valois;Crépy-en-Valois;60800;RUE HENRI LAROCHE;376080678;bv.crepy-en-valois@bureau-vallee.fr;2.909044429;49.22372712;IDF;INTERNAL_STORE;08/09/2022;550;François ALVES;FRANÇOIS ALVES;ISAURORE;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;2;SHOP
BVFR;FR;Bureau Vallée;Les Clayes-sous-bois;78340;25 rue du Gros Caillou;09 70 25 05 10;exploitation.digital@bureau-vallee.com;36.10072431;-80.43458238;;FRANCHISE;;0;Adrien Peyroles;Adrien Peyroles;;;false;false;true;true;true;true;true;true;true;true;true;false;false;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, adyen_oneclick, googlepay, applepay;2;0;EUR;50;7;SHOP
BV001;FR;Coignieres;Coignieres;78310;Centre Commercial des Portes de Chevreuse - RN10;01 34 82 81 21;bv.coignieres@bureau-vallee.fr;1.93135;48.751796;IDF;INTERNAL_STORE;01/09/1990;925;Arnaud Geoffroy;CHRISTOPHE GEOFFROY;EARL GREY RETAILING;SARLU;false;false;true;false;true;false;true;true;true;true;true;false;true;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV010;FR;Vaulx en Velin (Lyon);Vaulx en Velin (Lyon);69120;264 avenue Franklin Roosevelt;04 72 15 92 19;drivebv010@gmail.com;4.932265878;45.74490883;RRA;INTERNAL_STORE;05/05/2002;1025;Nicolas Serpollier;;BV STORE FR;SASU;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV514;FR;Chantonnay;Chantonnay;85110;85 Avenue Monseigneur BATIOT;02 51 09 69 65;bv.chantonnay@outlook.fr;-1.0566833;46.6954792;RW;INTERNAL_STORE;27/04/2022;870;BRUNO DEBRUYNE;BRUNO DEBRUYNE;B.V. CHANTONNAY;SAS;false;false;false;false;false;false;false;true;true;false;false;false;false;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV004;FR;Les Clayes sous Bois (Plaisir);Les Clayes sous Bois (Plaisir);78340;25 rue du Gros Caillou;01 30 07 55 56;bv.lesclayes@bureau-vallee.com;1.97686;48.8277;IDF;INTERNAL_STORE;01/01/2000;780;Modosen ARMOOGUM;;BV STORE FR;SASU;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV515;FR;Le Mans;Ruaudin;72260;MAINE STREET ZAC;02 43 50 91 35;bv.lemans@bureau-vallee.fr;0.240941255;47.94336806;RW;INTERNAL_STORE;18/05/2022;770;ENRIC LELONG;ENRIC LELONG;BV LE MANS;SARL;false;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV000;FR;Magasin Full Stock;Nuuk;3900;1 rue du magasin full stock;00 00 00 00 00;contact@bureau-vallee.fr;36.10072431;-80.43458238;;FRANCHISE;;192;Adrien Peyroles;Nicolas Strugarek;;;false;false;true;false;false;false;false;true;true;false;false;;false;;facilypay_3x_fees, facilypay_4x_fees, adyen_cc, googlepay, applepay;4;0;EUR;50;1;SHOP
BV009;FR;Bordeaux Bègles;Bègles;33130;Centre Commercial Rives d'Arçins - Les Arches;05 57 35 48 20;bv.begles@bureau-vallee.fr;-0.536785;44.796059;RSW;FRANCHISE;01/04/2002;600;philippe GERARD;PHILIPPE GERARD;SAS SAPHIDIS;SAS;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV539;FR;Argelès-sur-Mer;Argelès-sur-Mer;66700;18 Avenue des Flamants Roses;04 68 55 31 54;bv.argeles-sur-mer@bureau-vallee.fr;3.012433903;42.55474956;RS;INTERNAL_STORE;21/06/2023;402;Franck BENOIST;FRANCK BENOIST;3ABURO CONCEPT PLUS;SARL;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV524;FR;Bain de Bretagne;Bain de Bretagne;35470;2 Allée de la Rance;02 30 22 00 55;bv.bain-de-bretagne@bureau-vallee.fr;-1.688033;47.85501;RNW;INTERNAL_STORE;08/09/2022;500;NICOLAS GOURITEN;NICOLAS GOURITEN;Lysaë;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV526;FR;Gignac;Gignac;34150;Centre Commercial LA CROIX rue de la constellation;04 34 00 09 09;bv.gignac@bureau-vallee.fr;3.542484517;43.65160429;RS;INTERNAL_STORE;17/08/2022;663;Daniel MACCANIN;DANIEL MACCANIN;GM GIGNAC;SAS;true;false;true;false;true;false;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV541;FR;Vitré;Vitré;35500;Parc d'activité La Baratiere;02 99 75 01 40;bv.vitre@bureau-vallee.com;-1.216138361;48.11074624;RNW;INTERNAL_STORE;24/11/2023;700;Thierry LAURENT;;NEOTEC;SAS;false;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;90;SHOP
BV525;FR;Vire;Vire;14500;Avenue Bischwiller;02 31 69 63 86;bv.vire@bureau-vallee.fr;-0.868704109;48.85602351;RNW;INTERNAL_STORE;14/09/2022;780;EMMANUELLE LOZA;EMMANUELLE LOZA;RAPHAEL;SARL;true;false;true;false;true;true;true;true;true;true;true;false;false;SERVICE_AREA;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV531;FR;Montayral (Fumel);Montayral;47500;584 ZA porte du Quercy;05 53 75 21 27;bv.montayral@bureau-vallee.fr;0.982852034;44.48570337;RS;INTERNAL_STORE;11/01/2023;610;Loic FILLOL;LOIC FILLOL;BUROSUN;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV535;FR;Vandoeuvre Les Nancy;Vandoeuvre Les Nancy;54500;4/6 rue d'Albertville;03 54 17 01 45;bv.nancysud@bureau-vallee.fr;6.1853846;48.65535355;RNE;INTERNAL_STORE;01/07/2023;939;Didier HILDENBRAND;CHRISTINE HILDENBRAND;HDB OFFICE;SAS;false;false;true;false;true;false;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV540;FR;Rennes Cesson;Cesson-Sévigné;35510;9 Rue du Rocher;223456390;bv.rennes.cesson@bureau-vallee.com;-1.588866231;48.1117717;RNW;INTERNAL_STORE;24/11/2023;650;Julie Da Costa;;BURO-OUEST;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV542;FR;Agde;Agde;34300;93 Chemin d'Agde au Mont Saint Loup;04 67 30 71 92;bv.agde@bureau-vallee.fr;3.487095269;43.3053518;RS;INTERNAL_STORE;20/12/2023;390;Julie CAZAUX;JULIE CAZAUX;CAZIMINOS;SAS;false;false;true;false;true;true;true;true;true;true;true;false;false;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV519;FR;Bourgoin-Jallieu (fermé);Bourgoin-Jallieu;38300;3 rue Georges Charpak;482929755;bv.bourgoin-jallieu@bureau-vallee.fr;5.242641207;45.59119326;RRA;INTERNAL_STORE;03/08/2022;443;;Mariska ROVERS;RR GESTION;SAS;false;false;false;false;false;true;false;true;true;true;false;false;false;;adyen_cc;2;0;EUR;50;7;SHOP
BV513;FR;Corbara Balagne;Corbara;20256;ZA Algajola;04 95 34 90 10;a.alibert@le-cash.fr;8.890998698;42.6113037;RSE;INTERNAL_STORE;23/02/2022;191;Anne Lise RICOMINI;CHRISTIAN RICOMINI;CASH CAPEMBAL;SAS;false;false;false;false;false;true;false;true;false;false;false;false;false;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, ops_cc;2;0;EUR;50;7;SHOP
BV555;FR;Landerneau;Landerneau;29800;13 rue Berthe BOUGUEN;296478360;drive@bv-landerneau.fr;-4.262373862;48.4670902;RNW;INTERNAL_STORE;03/06/2025;566;Anne JONCOURT;Stéphane BOLTZ;BETA SCORPI;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;15;SHOP
BV553;FR;Saint-Gervais-La-Forêt (Blois);Saint-Gervais-Ia-Forêt;41350;275 rue des Clouseaux;02 59 16 40 73;bv.blois@bureau-vallee.fr;1.370211944;47.56714653;RW;INTERNAL_STORE;02/07/2025;950;Valentin GAST;Valentin GAST;VG Retail;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
MTLOG;FR;MTLOG;Paris 11;75011;145 boulevard Voltaire;01 43 71 00 51;mtlog;2.384016;48.855687;;FRANCHISE;;192;MTLOG;MTLOG;MTLOG;;false;false;false;false;false;false;true;true;true;true;false;;false;;;4;5;EUR;50;1;PLATFORM
BV015;FR;Aucamville (Toulouse);Aucamville;31140;47 route de Paris;05 34 41 84 00;bv.aucamville@bureau-vallee.fr;1.410753;43.671069;RS;INTERNAL_STORE;22/03/2006;1050;;Pierre Perrot;MAJU;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;30;SHOP
BV023;FR;Schweighouse-sur-Moder (Haguenau);Schweighouse-sur-Moder (Haguenau);67590;Z.I. La Sablière;03 88 53 60 42;drivebureauvalleeschweighouse@gmail.com;7.75283;48.82822;RNE;INTERNAL_STORE;23/03/2011;535;Nadia Jacques;Nadia Jacques;A.N FOURNITURES OFFICE;SARL;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;30;SHOP
BV125;FR;Nevers;Nevers;58000;10 Boulevard du Grands-Prés-des-Bordes;03 86 59 70 37;bv.nevers@bureau-vallee.fr;3.124487;46.990317;RRA;FRANCHISE;01/01/2004;800;Guillaume CRAPART;Guillaume CRAPART;CRAPSI;SAS;true;false;true;false;true;true;true;true;true;true;true;false;true;SERVICE_AREA;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;20;SHOP
BV145;FR;Coulommiers;Coulommiers;77120;13 Rue de l'Aubetin;01 64 03 73 74;bv.coulommiers@bureau-vallee.fr;3.09397;48.8037;IDF;FRANCHISE;17/06/2005;598;Julien Dozinel;JULIEN DOZINEL;PAG'IN;SARL;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV149;FR;Changé (Laval);Changé (Laval);53810;111B boulevard de Buffon - ZI des Touches;02 43 49 13 41;bv.change@bureau-vallee.fr;-0.749069;48.09055;RW;FRANCHISE;01/01/2006;640;Bruno Porteu;BRUNO PORTEU;SARL BPM BUREAUTIQUE;SARL;true;false;true;false;true;true;true;true;true;true;true;false;false;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV153;FR;Bayeux;Bayeux;14400;4, rue François Coulet;02 31 51 26 45;bureauvalleeclientele@gmail.com;-0.721346;49.282476;RW;FRANCHISE;05/01/2006;872;Carole MASSON;PHILIPPE MOSRIN;SARL PHILAXO BURO;SARL;true;false;true;false;true;false;true;true;true;true;true;false;false;SERVICE_AREA;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV158;FR;Perpignan Sud;Perpignan;66000;144 Avenue Victor Dalbiez;04 68 22 11 25;bureauvallee@bvperpignan.fr;2.880989;42.678891;RS;FRANCHISE;14/06/2006;602;Franck BENOIST;FRANCK BENOIST;2A BURO CONCEPT;sas;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_BACKGROUND;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV163;FR;Saint-Mitre les Remparts;Saint-Mitre les Remparts;13920;2 avenue des peupliers;04 42 06 06 53;magasin@bvstmitre.fr;5.03673;43.4372;RSE;FRANCHISE;08/07/2006;800;Ken DA SILVA;Samuel FAURE;L'UNIVERS DES FOURNITURES;SAS;false;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV175;FR;Coudekerque-Branche (Dunkerque);Coudekerque-Branche (Dunkerque);59210;45 route de Bergues;03 28 21 39 48;papeterie.legere@bvcoudekerque.fr;2.377804;51.01592;RN;FRANCHISE;23/05/2007;727;Olivier Descamp;OLIVIER DESCAMP;SAS DESCOMTE DISTRIBUTION;SARL;true;false;true;false;true;true;true;true;true;true;true;false;true;SERVICE_AREA;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV185;FR;Luçon;Luçon;85400;Chemin des Roches;02 51 29 19 01;bureau-vallee.lucon@orange.fr;-1.146484;46.460352;RW;FRANCHISE;12/12/2007;571;Sylvain Nourisson;SYLVAIN NOURISSON;SARL BV LUCON;SARL;false;false;true;false;true;true;true;true;true;true;true;false;true;;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV206;FR;Les Herbiers;Les Herbiers;85500;7 avenue de la Tibourgère;02 51 61 42 34;bv.les-herbiers@bureau-vallee.fr;-1.020595;46.877956;RW;INTERNAL_STORE;08/10/2008;580;Julien DROUIN;JULIEN DROUIN;BVH DISTRI;SARL;true;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV218;FR;Vendôme;Vendôme;41100;Rue Albert Thomas - Centre Commercial le Ronsard;254237126;bvvendome@live.fr;1.048269;47.798361;RW;FRANCHISE;10/06/2009;412;Eric Fierville;ERIC FIERVILLE;SARL ENPI DISTRIBUTION;SARL;true;false;true;false;false;false;false;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV309;FR;St Leonard (Fécamp);St Léonard (Fécamp);76400;335, rue de la Briqueterie;02 35 28 97 81;bv.fecamp@bureau-vallee.fr;0.367263;49.729806;RN;FRANCHISE;10/04/2013;300;Loic Cauchois;LAURE CAUCHOIS;SARL LES FALAISES DE CAUX;SARL;true;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;4;0;EUR;50;7;SHOP
BV008;FR;Cholet;Cholet;49300;28 Avenue Edmond Michelet;02 41 71 65 52;bv.cholet@bureau-vallee.fr;-0.84449;47.072038;RNW;INTERNAL_STORE;28/02/2002;800;Jennifer GOMEZ;;BV STORE FR;SASU;true;false;true;false;true;true;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV013;FR;Orléans - Olivet;Orléans;45100;11 rue claude lewy;02 38 56 54 54;bv.olivet@bureau-vallee.fr;1.899154186;47.88409642;IDF;FRANCHISE;16/08/2001;470;Alexandra GAUVREAU;ALEXANDRA GAUVREAU;PAPIER CARBONE;SAS;true;false;true;false;false;false;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;3;SHOP
BV033;FR;Boulogne Billancourt Sud;Boulogne Billancourt;92100;5 rue de Clamart;01 81 89 41 01;bvbsud92@gmail.com;2.2444766;48.8304889;IDF;INTERNAL_STORE;15/06/2017;96;Laetitia MIDAVAINE;Virginie CHEVALIER;BVB SUD;SARL;false;false;true;false;true;false;true;true;true;true;true;false;true;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV119;FR;Amiens;Amiens;80000;8, rue Henri Barbusse;03 22 22 14 38;bv.amiens@bureau-vallee.fr;2.293961;49.893034;RN;FRANCHISE;20/08/2003;400;;Louis LECOUTRE;LFC BUREAU;SARL;false;false;true;false;true;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;7;SHOP
BV129;FR;Villejust-Courtaboeuf;Villejust;91140;2 Rue du Zéphyr;01 64 86 26 31;bv.courtaboeuf@bureau-vallee.fr;2.220408;48.685266;IDF;FRANCHISE;01/02/2010;700;Heig-William TANG;HEIG-WILLIAM TANG;DELMADA;SAS;true;false;true;false;false;true;true;true;true;true;true;false;false;STORE_CHECKOUT;facilypay_3x_fees, facilypay_4x_fees, facilypay_10x_fees, facilypay_12x_fees, adyen_cc, googlepay, applepay;2;0;EUR;50;15;SHOP
